"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"V137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649860470965788,0,0,0,0,0,0,0.139009374783846,-0.211831917974569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504284921536398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02774669854988,0,0,0,0,0,0,0,0,0,0,0,0,0
"V138",0,0,0,0,0.102130006228684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28054018027056,0,0,0,0,0,0,0,0,0,0,0,0
"V139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225247589678979,0,0,0,-0.187958552592089,0,0,0,0,0,0.116255164591385,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.916736277964483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314782048383969,0,0,0,0.0795354233237821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108467652175843,0,0,0,0,0,0,0,0,0,0,0,0,0.881140392928042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99335841308447,0,0,0,0.190952788141977,0,0,0,0,0,0,0
"V140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138722389485352,0,0,0,-0.228737994050885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161475373282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334476227347796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105286744447735,0,0,0,7.82256019089598,0,0,0,0,0,0,0,0,0,0
"V141",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.384642990542555,0,0,0,0,0,0,0,-0.175256166249849,0,0,0,0,0,0,0,-0.303278221440498,-0.175416035759211,0,0,-0.727983610277843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212853201487446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553584406663001,0,0,0,0,0,0.104382436007567,0,0,0,0,0,0,-0.0286632765769829,0,0,0,0,0,0,0,0,0,0,0,0,0.232618548526855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349034995007861,0,0,0,0,0,0,0.948242484225245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125795439692324,0,0,0,0,6.8374427374381,0,0,0,0,0,0,0,0,0
"V142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62353955128217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.602439140114353,0,0,0,0,0,0,0,0,0,0,0,-0.132556686386745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00705472327933183,0,0,0,0.176547688886793,0,0,0,0,0,0,0,0,0,8.20175432643875,0,-0.120455145336851,0,0,0,0,0,0
"V143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574447280307748,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165443197844655,0,0.331011919001022,0,0,0,0,0,0,0,0,0,0,0,0.501442480214073,0,0,0,0,0,0,0,0,0,-0.0854049628969669,0,0,0,0,0.814237308393901,0,0,0,-0.562660166402287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.374500760920802,0,-0.000619574668232349,0,0,0.280653713946672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407196234905001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765241120746121,0,0,0,0,0,0.190952788141977,0,0,0,6.04711613138382,-0.0417952141500154,0,0,0,0,-0.0729562220477814,0.220985233166771
"V144",0,0,-0.0820661484441908,0,0,0,0,0,-0.453287680106337,0,0,0.0226867463928172,0,0,0,0,0,-0.0144661415807484,-0.271956063764929,-1.01990627511806,0.215479643039899,0.0685629914783775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470410020139465,0,0,0,0.396282958492288,0,0,0,0,0,-0.0394966764928715,0,0,-0.131482173640766,-0.294834710480204,0,0,0,0.682009276518835,0,0,0,0,0,0,0,0,0,0,0,0,-0.32330730432087,0,0,0,0,0,0,0.940599677393738,0,0,-0.0177117234625995,0,0,0,0,0,0,0,0,0,0.120191572293845,0,0,0,0,0,0,0.214607856617706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157975256254515,0,0,0.0748081576603169,0,0,0.599069322036845,0.518206990613203,0,-0.441346542354107,0.212570095528476,0,0,-0.557044903464291,0,0,0,0.80148525920727,-0.375313121081554,0,0.404698175964609,0,0,0,0,0,0,-0.120455145336851,-0.0417952141500154,6.54003657705171,0,0,0,0,0,0.659708136541147
"V145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213759193627755,0,0,0,0,0,0,0,0,0,0,0,8.46827998562039,0,0,0,0,0
"V146",0,0,0,0,-0.160310646955077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130359670337292,0,0,0,0,0,0,0,0,0,7.19145328065937,0,0,0,0
"V147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620496149830817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565244415256446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93720074832413,0,0,0
"V148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.729262171314468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217870158208063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280369313942591,0,0.0681311137117956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604701226143998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.262337434418957,0,0,0,0,0,0,0,0,0,0,0,8.61770891986608,0,0
"V149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209836589351073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184493559871004,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.513775589169001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11713732628584,0,0,0,0,0,0,-0.0729562220477815,0,0,0,0,0,7.34262277255583,0
"V150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.576367589164684,0,0,0,0,0.0223790313775811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238699948292159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316431047976967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220985233166771,0.659708136541147,0,0,0,0,0,7.39426163490784
"V151",7.41807239697452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286638983505146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777962362165028,0,0,0,0,-0.088970886611253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264642931814389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286560453103183,0,0,0,0,0,0,0,0,-0.0123695778682567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V210",0,9.12402792271157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986730125635796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V310",0,0,7.51956936550028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08530513943212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479949514605887,0,0,0,0,0,0,0,0,0,0,0,0.235269084461643,0,0,0,0,0,0,0,0,0,0,-0.10644284217303,0,0,0,0.147139515196633,0,0,0,-0.498762492569249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176216151563859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606269241043414,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903519523449979,0,0,0,0,-0.145023604541866,0,0,0.182643880284782,0,0,0,0,0,0,0,-0.703278916131788,0,0,0,0,0,0
"V410",0,0,0,9.01333452010653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V510",0,0,0,0,7.02034406294806,0.0148122980741625,0,-1.24781806170045,0,-0.150476980233792,0,0.14229308661983,0,0,0,0,0,-0.424153849315096,0,-0.0737230290517107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.596748847537959,0,0,0,-0.069082117179597,0,-0.0658769882762182,0,0,0,0,0,0,0,-0.527361134766098,0,0,0,-0.925167660387213,-0.267256346847676,0,0,0,0,0.202536801997687,0.0832674043828291,0,0.0120196174258159,0,0,0,0,0.391889442085223,0.314834419158589,0,0,0,-0.6489725991084,-0.623715501786156,0,0,0,0,0,0,0,-0.463806938567896,0,-0.145337149735982,0,0.740544969582499,0,0,0,0,0,0.420627011308591,0.66494731781782,0,0,0.801504464233221,0,0,0,0,0,0.595809343482348,0,0,-0.693084953400092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284324949171744,0,0,-0.469668757800823,0.126727491870537,0,0,0,0,0,0,0,-0.0596477313118486,0,0,0,0,0.321898434717875,0,0,0,0,0,0,0,-0.235925775925472,0,0,0,0
"V610",0,0,0,0,0.0148122980741625,8.17720689214699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149212995518304,0,0,0.0801970090523191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266879945481256,0,0.0470847243850416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.690435372120511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190986960142909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V710",0,0,0,0,0,0,10.336937600958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161070242702955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.937596154140314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V810",0,0,0,0,-1.24781806170045,0,0,6.72805859045974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662790711515074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185888764815214,0,-0.346367675477097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244893244087667,0,0,0,0,0,-0.0502096412044574,0,0,0,0,0.185753758799434,0,0,0,0,0,-0.299465539035895,0,0,0,0,0,0,0,0.384006860306934,0,0,0,0,0,0,0,-0.025081593014993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V910",0,0,0,0,0,0,0,0,7.70394743899674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331636632896304,0,0,-0.847779596516158,0,-0.643693972619303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395024161790695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178846769831737,0,0,0,0,0,0,0,0.687736203202087,0,0,0,0,0,0,0,-0.496272811709343,0,0,0,0,0,0
"V1010",0,0,0,0,-0.150476980233792,0,0,0,0,6.90791178801892,0,0,0,0,0,0,0,0,0,0,0.0756394989181272,0,0,0,0,0,0,0,0,0.237797917043964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224995303945901,0.0165123741192223,0,0,0,0,-0.0859916193711891,0,0,-1.01081751520093,0,0,0,0,0,0,0.329669387943574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.423285671653892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160660849999927,0,0,0,0.73569947045456,0,0,0,0,0,-0.0294196349007356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913361121673238,0,0,0.2575117303133,0,0,0,0,0,0,0,-0.553145642134573,0,0,0.038081708129901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V1110",0,0,0,0,0,0,0,0,0,0,10.5032008341066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15560267513398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V1210",0,0,0,0,0.14229308661983,0,0,0,0,0,0,9.89990798834243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142242595855437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23312093846965,0,0,0,0,0,0
"V1310",0,0,0,0,0,0,0,0,0,0,0,0,7.68420348400684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V1410",0,0,0,0,0,0,0,0,0,0,0,0,0,7.80293854932682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13697169014906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513173345212059,-0.560701592310737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250425815264317,0,0,0,-0.0347006668863432,0,0,0
"V152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70333785259233,0.00121235461441062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05280827392272,0,0,0,0.76401189023186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165966208849086,0,0,0,0,0,0,0,-0.0258470857362886,0.529966602288106,0,0,0,0,0,-0.381469974673723,0,0,0,0,-0.208593841749205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242982599897788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587492253376945,0,0,0.338326882053989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012123546144107,6.32515640837221,-0.137353915496115,0,0,0,0,0,0,0,0,0,0.622979535428302,0,0.352459471775083,-0.19774553436874,0,-0.195384743502742,0,0,0,0.454315488911431,0,-0.291798086481597,0,0,0,0,0,0,0,0,0,0,0,-0.416550557560764,0,0.949905283056239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258704305612852,0,0.252687061557369,0,0.413854753701747,0,0,0,0,0,0,0,0,0.11690750975084,0.564136431239973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871341101095998,-0.443348890096331,0,0,0,-0.194654004479125,-0.593029590565204,0,-0.629731173939268,0.37010250119041,0,0,0,0,0.409447856439994,0.423852311156923,0,-0.127398689433994,0,0,-0.426695319442598,0,0,0,0,0,0,0,0,0,0,-0.479761433377489,0,-0.032757414399952,0,-0.155666115711333,0,-0.00453699154781007,0,0,0,0,0,0,0,0,0,0,0,-0.582437018641547,0,0
"V171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137353915496115,7.04705863024213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571196286968265,0,0,0,0.333438978041256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492398211753804,0,0,0,0,0,-0.120546083244765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V181",0,0,0,0,-0.424153849315096,0,0,0,0,0,0,0,0,0,0,0,0,6.61931099516833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.300429299842846,0,0,0,0,0,0,-0.0349418030702143,0,0,0,0,-0.0491970225857775,-0.0360831099133491,0,0,0,0,0.288236222920906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07500445667539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23426111266955,0,0,0.0206537332911755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052248116782329,0.0664881180861187,0,0,0,0,0,0,0,-0.383923638047054,0,0,0,0,0,0,0,0,0,0,-0.386481974891973,0,0,0,0,0,0
"V191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81733280451593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.676659868230055,0,0,0,0,0,0
"V201",0,0,-0.0853051394321201,0,-0.0737230290517108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57547796972085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983337643952716,0,0,0,0,0,0,0,0,0,0,-0.643625405941997,0,0,0,0.0508285917697179,0,0,0,-0.00919665750534884,0,0,0,0,0,0,0,0,-0.0480032632673637,0,0,0,0,0,0,0,0,0,0,-0.544360739773531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261121707721945,0.519569494969874,0,0,0,0,0,0,0.436094586174217,-0.244333749163043,0,0.255786957897427,0.0369275705400217,0,0,0,0,0,0,-0.0365477409869691,-0.801883359632173,0,0,0,0,0,0
"V211",0,0,0,0,0,0,0,0,0,0.0756394989181272,0,0,0,0,0,0,0,0,0,0,8.37542624078194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.759586644653657,0,0,0,0,0,0,0,0.273939461339329,0,0,0,0,0,0,0,0,0,0,0.674265166913907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433502277555845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176199669093081,0,0,-0.889275681357763,0,0,0,0,0,0,0,0.323141001635625,0,0,0,0,0,0
"V221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67218646231404,0,0,0,0,0,0,0,0,0,0,0,-0.408637352662982,0,0,0,0,0,0,0,-0.605101427458599,0,-0.0788033192119652,0,-0.248635365055872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138496252599718,-0.28108801278114,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180441311037409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214332348774936,0,0,0,0,0,0,0,-0.0650206977979221,0,0,0,0,0,0.809743065704133,0,0,0,-0.315634379962064,0,0,0,-0.43523825319554,0,0,-0.0443097425026738,0,-0.769997250577694,0,0.0760166365020222,0.496532289713395,0,0,0,0,0,0
